485,I306812,Coached Delivery,27,2014
486,I306812,Coached Delivery,28,2014
487,I306812,Coached Delivery,29,2014
488,I306812,Coached Delivery,30,2014
489,I306812,HANA,31,2014
490,I306812,HANA Revision & Exams,32,2014
491,I306812,NA,33,2014
492,I306812,NA,34,2014
493,I306812,Last Week ,35,2014
494,I306698,Induction Week ,15,2014
495,I306698,EarlyWatch-SAPTECH - Good Fri,16,2014
496,I306698,Easter Monday EarlyWatch-UADM315,17,2014
497,I306698,Coached Session,18,2014
498,I306698,May Day Coached Session,19,2014
499,I306698,Revision and Exams,20,2014
500,I306698,Oracle workshops,21,2014
501,I306698,ABAP Fundamentals,22,2014
502,I306698,ABAP Silver Cert,23,2014
503,I306698,NA,24,2014
504,I306698,NA,25,2014
505,I306698,NA,26,2014
506,I306698,NA,27,2014
507,I306698,NA,28,2014
508,I306698,NA,29,2014
509,I306698,NA,30,2014
510,I306698,Potential HANA,31,2014
511,I306698,Potential HANA Revision & Exams,32,2014
512,I306698,NA,33,2014
513,I306698,Last Week,34,2014
535,I306700,Induction Week ,15,2014
536,I306700,EarlyWatch-SAPTECH - Good Fri,16,2014
537,I306700,Easter Monday EarlyWatch-UADM315,17,2014
538,I306700,Coached Session,18,2014
539,I306700,May Day Coached Session,19,2014
540,I306700,Revision and Exams,20,2014
541,I306700,BOBJ training (Dean Coleman),21,2014
542,I306700,HANA training,22,2014
543,I306700,HANA Revision & Exams,23,2014
544,I306700,Analytics deployment room,24,2014
545,I306700,Analytics deployment room,25,2014
546,I306700,Analytics deployment room off 27th,26,2014
547,I306700,Analytics deployment room,27,2014
548,I306700,Analytics deployment room,28,2014
549,I306700,Analytics deployment room,29,2014
550,I306700,Analytics deployment room,30,2014
551,I306700,Analytics deployment room,31,2014
552,I306700,Analytics deployment room,32,2014
553,I306700,Analytics deployment room,33,2014
554,I306700,Analytics deployment room Last Week,34,2014
555,I306699,Induction Week ,15,2014
556,I306699,EarlyWatch-SAPTECH - Good Fri,16,2014
557,I306699,Easter Monday EarlyWatch-UADM315,17,2014
558,I306699,Coached Session,18,2014
559,I306699,May Day Coached Session,19,2014
560,I306699,Revision and Exams,20,2014
561,I306699,Oracle workshops,21,2014
562,I306699,ABAP Fundamentals,22,2014
563,I306699,ABAP Silver Cert,23,2014
564,I306699,BPPO,24,2014
565,I306699,Coached Delivery,25,2014
566,I306699,Coached Delivery,26,2014
567,I306699,Coached Delivery,27,2014
568,I306699,Coached Delivery,28,2014
569,I306699,Coached Delivery,29,2014
570,I306699,Coached Delivery,30,2014
571,I306699,HANA,31,2014
572,I306699,HANA Revision & Exams,32,2014
573,I306699,NA,33,2014
574,I306699,NA,34,2014
575,I306699,Last Week ,35,2014
576,I306121,Induction,5,2014
577,I306121,EarlyWatch-SAPTECH,6,2014
578,I306121,EarlyWatch-UADM315,7,2014
579,I306121,Coached Session,8,2014
580,I306121,Coached Session + networking event,9,2014
581,I306121,Revision and Exams ,10,2014
582,I306121,BC400 Fundamentals ( Krishanthi ),11,2014
